Name,Source,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Resistances,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Range Long,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Range Long,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Range Long,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Range Long,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3/Day,2/Day,1/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
Animal Lord,2024 Monster Manual,Medium,Celestial,Neutral,Planar (Beastlands),Planar,Beastlands,Relics,19,323,19,60,,,60,60,60,7,4,7,6,5,6,7,4,7,12,11,6,"Acrobatics, Athletics, Stealth",Perception,,"Cold, Fire, Necrotics, Psychic, Radiant","Charmed, Frightened, Stunned",,,,120,,28,All,20,"25,000",6,"Animal Lordship, Lordly Presence, Captivated (Forager), Fearful (Hunter), Mired (Sage), Magic Resistance",4,3,Melee,13,5,,,21,"Slashing, Force",Ranged,12,120,120,,20,Radiant,,,,,,,,,,,,,,,20,"Wisdom, Dexterity","Animal Spirit 28 radiant damage, Fortify (Forger) 20 temp. HP, Marked as Prey (Hunter) Advantage on attacks, Pesky Swarm (Sage) Target has disadvantage on attacks and ability checks",Wisdom,20,Constitution,12,"Animal Friendship, Animal Messenger, Speak with Animals",,"Awaken, Greater Restoration","Animal Shapes, Sunburst",Shape-Shift,,3,,,"Makes another Akt and moves half its speed, makes another range Akt",,,,,,,
Animated Armor,2024 Monster Manual,Medium,Construct (Animated),Unaligned,Urban,Urban,,None,18,33,2,25,,,,,,2,-5,0,-4,1,-5,2,-5,0,-4,1,-5,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,6,None,1,200,2,,,2,Melee,4,5,,,5,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Broom,2024 Monster Manual,Small,Construct (Animated),Unaligned,Urban,Urban,,None,15,14,5,5,,,50,50,,0,-5,3,-3,0,-5,0,-5,3,-3,0,-5,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,7,None,1/4,50,2,Flyby,,1,Melee,5,5,,,5,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Flying Sword,2024 Monster Manual,Small,Construct (Animated),Unaligned,Urban,Urban,,None,17,14,4,5,,,50,50,,1,-5,2,-3,0,-5,1,-5,4,-3,0,-5,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,7,None,1/4,50,2,,,1,Melee,4,5,,,6,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Rug of Smothering,2024 Monster Manual,Large,Construct (Animated),Unaligned,Urban,Urban,,None,12,27,4,10,,,,,,3,-5,2,-4,0,-5,3,-5,2,-4,0,-5,,,,,"Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Poison, Psychic",60,,,,6,None,2,450,2,,,1,Melee,5,5,,,10,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,Akt 1 on hit grappled blinded restrained and suffocating,,,,,,,,,,,,,,,,,,,,,
Ankheg,"2024 Monster Manual,  Stranger Things: Welcome to the Hellfire Club",Large,Monstrosity,Unaligned,"Forest, Grassland","Forest, Grassland",,None,14,45,0,30,10,,,,,3,-5,0,1,2,-2,3,-5,0,1,2,-2,,,,,,,,60,,60,11,None,2,450,2,Tunneler,,1,Melee,5,5,,,13,"Slashing, Acid",,,,,,,,,,,,,,,,,,,,,,12,Dexterity,Acid Spray 30ft long 5ft wide line on fail 14 acid damage,,,,,,,,,,,,,,,,,,,,,
Ankylosaurus,2024 Monster Manual,Huge,Beast (Dinosaur),Unaligned,Grassland,Grassland,,None,15,68,0,30,,,,,,4,-4,0,1,2,-3,6,-4,0,1,2,-3,,,,,,,,,,,11,None,3,700,2,,,2,Melee,6,5,,,9,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,Gives Prone Condition,,,,,,,,,,,,,,,,,,,,,
Ape,2024 Monster Manual,Medium,Beast,Unaligned,Forest,Forest,,None,12,19,2,30,,30,,,,3,-2,2,1,2,-2,3,-2,2,1,2,-2,"Athletics, Perception",,,,,,,,,,13,None,1/2,100,2,,,2,Melee,5,5,,,5,Bludgeoning,Ranged,5,25/50,25,50,10,Bludgeoning,,,,,,,,,,,,,,,,,Attack 2 Recharges on 6,,,,,,,,,,,,,,,,,,,,,
Aranea, Forgotten Realms: Adventures in Faerûn,Medium,Monstrosity,Neutral,"Forest, Swamp","Forest, Swamp",,Individual,14,66,3,30,,30,,,,0,1,3,0,1,2,0,1,3,0,1,2,"Perception, Stealth",,,,,,,60,,,12,Common,2,450,2,"Spider Climb, Web Walker",,2,Melee,5,5,,,8,"Piercing, Poison",Melee,5,5,,,7,Bludgeoning,Ranged,5,30/120,30,120,8,Bludeoning,,,,,,,,,,,Charisma,12,Wisdom,4,"Friends, Silent Image",,,Hold Person,Shape-Shift,,,,,,,,,,,,
Arcanaloth,2024 Monster Manual,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,Arcana,18,175,5,30,,,30,30,,3,5,1,3,2,3,3,9,5,7,6,3,"Arcana, Deception, Insight, Perception",,,"Cold, Fire, Lightning","Charmed, Poisoned","Acid, Poison",,,120,,17,"All, Telepathy",12,"8,400",4,"Fiendish Restoration, Magic Resistance, Soul Tome",,3,Melee,9,5,,,31,Necrotic,Ranged,9,5,5,,120,Necrotic,Melee,9,5,,,29,"Slashing, Psychic",,,,,,,,17,Charisma,On a fail saved the target is incapacitated and on 3 more fails it stay incapacitated,Intelligence,17,"Constitution, Wisdom",9,"Alter Self, Counterspell, Detect Magic, Identify, Mage Hand, Prestidigitation",,,"Contact Other Plane, Detect Thoughts, Dimension Door, Mind Blank",Teleport up to 30ft,Cast Counterspell,,,,,,,,,,,
Arch-hag,2024 Monster Manual,Large,Fey (Hag),Neutral Evil,Any,Any,,Arcana,20,333,16,40,,,,,,7,4,2,4,6,7,7,4,9,11,6,7,"Deception, Perception",Persuasion,,"Cold, Fire, Psychic","Charmed, Exhaustion, Frightened",,,,60,,21,All,21,"33,000",7,"Coven Magic, Magic Resistance, Spiteful Escape",4,3,Melee,14,10,,,17,Force,Ranged,14,60,60,,17,Force,,,,,,,,,,,,,,,22,Dexterity,"Ark 1 makes the target prone, 60ft coone on fail 32 lightning damage and the target is cursed and can't take reactions",Charisma,22,"Constitution, Wisdom",14,"Counterspell, Detect Thoughts, Dimension Door, Dispel Magic, Hypnotic Pattern",,"Mass Suggestion, Modify Memory, Plane Shift",,Cursed target takes 14 lighting damage,"Cast Counterspell, make curse worst and casters cannot cast spells with verbal component",3,,,"Make an attack, cast Dimension Door or Hypnotic Pattern",Yes,"41,000",5,4,,,Causes targets to cast confusion on themselves
Archelon,2024 Monster Manual,Huge,Beast (Dinosaur),Unaligned,Underwater,Underwater,,None,17,90,3,20,,,,,80,4,-3,3,2,1,-2,4,-3,3,2,1,-2,Stealth,,,,,,,,,,12,None,4,"1,100",2,Amphibious,,2,Melee,6,5,,,14,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archmage,2024 Monster Manual,Medium or Smaller,Humanoid (wizard),Neutral,Any,Any,,"Arcana, Individual",17,170,7,30,,,,,,0,5,2,2,1,3,0,9,2,6,1,3,"History, Perception",Arcana,,,Charmed,Psychic,,,,,16,Common plus five other languages,12,"8,000",4,Magic Resistance,,4,Melee,9,5,,,27,Force,Ranged,9,150,150,,27,Force,,,,,,,,,,,,,,,,,,Intelligence,17,"Constitution, Dexterity, Wisdom",9,"Detect Magic, Detect Thoughts, Disguise Self, Invisibility, Light, Mage Armour, Mage Hand, Prestidigitation","Counter Spell, Misty Step, Shield","Fly, Lightning Bolt","Cone of Cold (level 9), Mind Blank, Scrying, Teleport",Misty Step cast misty step,Protective Magic cast counterspell or shield,,,,,,,,,,,
Archpriest,2024 Monster Manual,Medium or Smaller,Humanoid (Cleric),Neutral,Any,Any,,"Individual, Relics",16,240,5,30,,,,,,3,2,1,5,3,2,7,6,1,9,7,2,"Insight, Medicine, Perception",Religion,,,,,,,,,19,Common plus two other languages,12,"8,400",4,,,3,Melee,9,5,,,27,Radiant,Ranged,9,60,60,,27,Radiant,,,,,,,,,,,,,,,17,Wisdom,Holy Word recharges 4-6 within 20ft on fail 21 radiant damage and stunned,Wisdom,17,"Charisma, Dexterity",9,"Light, Thaumaturgy","Bless, Dispel Magic, Healing Word, Lesser Restoration",,"Flame Strike (level 6), Greater Restoration, Raise Dead, Zone of Truth","Divine Aid 3/day cast Bless, Dispel Magic, Healing Word, or Lesser Restoration",,,,,,,,,,,,
Assassin,2024 Monster Manual,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Implements, Individual",16,97,10,30,,,,,,0,3,4,0,2,0,0,6,7,0,2,0,Acrobatics,"Perception, Stealth",,Poison,,,,,,,16,"Common, Thieves' Cant",8,"3,900",8,Evasion,,3,Melee,7,5,,,24,"Piercing, Poison",Ranged,7,80/320,80,320,29,"Piercing, Poison",,,,,,,,,,,,,,,,,Atk 1 on hit poisoned,,,,,,,,,Cunning Action take the dash disengage or hide action,,,,,,,,,,,,
Awakened Shrub,2024 Monster Manual,Small,Plant,Neutral,Forest,Forest,,None,9,10,-1,20,,,,,,-4,0,-1,0,0,2,-4,0,-1,0,0,2,,,Fire,Piercing,,,,,,,10,Common plus one other language,0,10,2,,,1,Melee,1,5,,,1,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awakened Tree,2024 Monster Manual,Huge,Plant,Neutral,Forest,Forest,,None,13,59,-2,20,,,,,,4,0,-2,0,2,-2,4,0,-2,0,2,-2,,,Fire,"Bludgeoning, Piercing",,,,,,,10,Common plus one other language,2,450,2,,,1,Melee,6,10,,,14,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe Beak,2024 Monster Manual,Large,Monstrosity,Unaligned,"Arctic, Grassland, Hill","Arctic, Grassland, Hill",,None,11,19,1,50,,,,,,2,-4,1,0,1,-3,2,-4,1,0,1,-3,,,,,,,,,,,10,None,1/4,50,2,,,1,Melee,4,5,,,6,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azer Pyromancer,2024 Monster Manual,Medium,Elemental,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)","Mountain, Planar",Elemental Plane of Fire,"Armaments, Individual",18,97,2,30,,,,,,2,1,2,4,3,1,2,1,2,7,6,1,"Arcana, Perception",,,,Poisoned,"Fire, Poison",,,,,17,Primordial (Ignan),6,"2,300",3,"Fire Aura, Illumination",,2,Melee,7,5,,,15,Fire,Ranged,7,120,120,,15,Fire,,,,,,,,,,,,,,,,,,Wisdom,15,Dexterity,7,"Elementalism, Mage Hand",,Hellish Rebuke,Fireball,,Hellish Rebuke cast Hellish Rebuke,,,,,,,,,,,
Azer Sentinel,2024 Monster Manual,Medium,Elemental,Lawful Neutral,"Mountain, Planar (Elemental Plane of Fire)","Mountain, Planar",Elemental Plane of Fire,"Armaments, Individual",17,39,1,30,,,,,,3,1,1,1,2,0,3,1,1,1,4,0,,,,,Poisoned,"Fire, Poison",,,,,11,Primordial (Ignan),2,450,2,"Fire Aura, Illumination",,1,Melee,5,5,,,11,"Bludgeoning, Fire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baboon,2024 Monster Manual,Small,Beast,Unaligned,"Forest, Hill","Forest, Hill",,None,12,3,2,30,,30,,,,-1,-3,2,1,0,-3,-1,-3,2,1,0,-3,,,,,,,,,,,11,None,0,10,2,Pack Tactics,,1,Melee,1,5,,,1,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badger,2024 Monster Manual,Tiny,Beast,Unaligned,Forest,Forest,,None,11,5,0,20,5,,,,,0,-4,0,1,3,-3,0,-4,0,1,3,-3,Perception,,,Poison,,,,30,,,13,None,0,10,2,,,1,Melee,2,5,,,1,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balor,2024 Monster Manual,Huge,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,19,287,14,40,,,80,,,8,5,2,3,6,6,8,5,2,9,12,6,Perception,,,"Cold, Lightning","Charmed, Frightened, Poisoned","Fire, Poison",,,120,,19,"Abyssal, Telepathy",19,"22,000",6,"Death Throes, Fire Aura, Magic Resistance",3,2,Melee,14,30,,,35,"Force, Fire",Melee,14,10,,,43,"Force, Lightning",,,,,,,,,,,,,,,22,Dexterity,"Akt 1 target gets pulled 25ft and make prone, Akt 2 the target cannot take reactions",,,,,,,,,Teleport and an ally up to 60ft,,,,,,,,,,,,
Bandit,2024 Monster Manual,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,12,11,1,30,,,,,,0,0,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,10,"Common, Thieves' Cant",1/8,25,2,,,1,Melee,3,5,,,4,Slashing,Ranged,3,80/320,80,320,5,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Captain,2024 Monster Manual,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,15,52,3,30,,,,,,2,2,3,0,2,2,4,2,5,0,2,2,"Athletics, Deception",,,,,,,,,,10,"Common, Thieves' Cant",2,450,2,,,2,Melee,5,5,,,6,Slashing,Ranged,5,30/90,30,90,8,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,Parry when hit by melee +2 to AC,,,,,,,,,,,
Bandit Crime Lord,2024 Monster Manual,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,17,169,9,30,,,,,,0,4,5,2,2,2,0,4,9,2,6,2,Acrobatics,"Perception, Stealth",,,,,,,,,20,"Common, Thieves' Cant",11,"7,200",4,Evasion,,3,Melee,9,5,,,26,"Slashing, Poison",Ranged,9,30/90,30,90,24,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,Deadly Aim gives itself advantage on its next attack and does an extra 28 poison damage,,,,,,,,,,,,
Bandit Deceiver,2024 Monster Manual,Medium or Smaller,Humanoid (Bandit),Neutral,Any,Any,,Any,16,130,6,30,,,,,,-1,3,3,1,2,3,-1,6,6,1,2,3,"Acrobatics, Perception",Stealth,,,,,,,,,14,"Common, Thieves' Cant",7,"2,900",3,,,3,Melee,6,5,,,18,Piercing,Ranged,6,20/60,20,60,18,Piercing,,,,,,,,,,,,,,,14,Constitution,Blinding Flash recharges on 4-6 in 10ft sphere on fail 13 radiant damage and blinded,Intelligence,14,Wisdom,6,"Disguise Self, Mage Hand, Minor Illusion",,,"Hold Person (level 4), Mage Armor, Major Image",,,,,,,,,,,,,
Banshee,2024 Monster Manual,Medium,Undead,Chaotic Evil,Any,Any,,Relics,12,54,2,5,,,40,40,,-5,1,2,0,0,3,-5,1,2,2,0,3,,,,"Acid, Bludgeoning, Fire, Lightning, Piercing, Slashing, Thunder","Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained","Cold, Necrotic, Poison",,60,,,10,"Common, Elvish",4,"1,100",2,"Detect Life, Incorporeal Movement",,3,Melee,5,5,,,7,Necrotic,,,,,,,,,,,,,,,,,,,,,,13,"Wisdom, Constitution","Horrify within 60ft on fail frightened, Deathly Wail 1/day within 30ft on fail less than 26 hp drops to 0 otherwise 10 psychic damage",,,,,,,,,,,,,,,,,,,,,
Barbed Devil,"2024 Monster Manual,  Stranger Things: Welcome to the Hellfire Club",Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Any,15,110,3,30,,30,,,,3,1,3,2,4,2,3,1,3,5,7,5,"Deception, Insight",Perception,,Cold,Poisoned,"Fire, Poison",,120,,,18,"Infernal, Telepathy",5,"1,800",3,"Barbed Hide, Diabolical Restoration, Magic Resistance",,2,Melee,6,5,,,10,Piercing,Melee,6,10,,,14,Slashing,Ranged,5,150,150,,17,Fire,,,,,,,,,,"Akt 1 grapples on a hit, Akt 3 can burn flammable objects",,,,,,,,,,,,,,,,,,,,,
Barlgura,2024 Monster Manual,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Any,15,85,2,40,,40,,,,4,-2,2,2,3,-1,4,-2,5,2,6,-1,"Perception, Stealth",,,"Cold, Fire, Lightning",Poisoned,Poison,30,120,,,15,"Abyssal, Telepathy",5,"1,800",3,Demonic Restoration,,3,Melee,7,5,,,24,"Piercing, Psychic",Melee,7,5,,,9,Bludgeoning,,,,,,,,,,,,,,,,,Akt 2 makes prone,Wisdom,13,"Strength, Wisdom",5,,,"Disguise Self, Invisibility (self)","Entangle, Phantasmal Killer (level 6)",Jumps 40ft using 10ft of movement,,,,,,,,,,,,
Basilisk,2024 Monster Manual,Medium,Monstrosity,Unaligned,"Mountain, Underdark","Mountain, Underdark",,Any,15,52,-1,20,,,,,,3,-4,-1,-1,2,-2,3,-4,-1,-1,2,-2,,,,,,,,60,,,9,None,3,700,2,,,1,Melee,5,5,,,17,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,,12,Constitution,,,,,,,,,,Petrifying Gaze recharges on 5-6 30ft cone on fail restrained second fail petrified,,,,,,,,,,,,
Bat,2024 Monster Manual,Tiny,Beast,Unaligned,"Mountain, Underdark, Urban","Mountain, Underdark, Urban",,None,12,1,2,5,,,30,,,-4,-4,2,1,-1,-3,-4,-4,2,1,-1,-3,,,,,,,60,,,,11,None,0,10,2,,,1,Melee,4,5,,,1,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bearded Devil,"2024 Monster Manual,  Stranger Things: Welcome to the Hellfire Club",Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Armaments,13,58,2,30,,,,,,3,-1,2,0,2,2,5,-1,2,0,4,4,,,,Cold,"Frightened, Poisoned","Fire, Poison",,120,,,10,"Infernal, Telepathy",3,700,2,Magic Resistance,,2,Melee,5,5,,,7,Piercing,Melee,5,10,,,8,Slashing,,,,,,,,,,,,,,,12,Constitution,Akt 2 on fail target loses 5 hp reach round,,,,,,,,,,,,,,,,,,,,,
Beast of Malar, Forgotten Realms: Adventures in Faerûn,Medium,Monstrosity,Chaotic Evil,"Coastal, Forest, Hills","Coastal, Forest, Hills",,None,17,168,7,50,40,,60,,40,5,0,3,2,6,1,9,0,3,2,6,1,Stealth,Perception,,,"Charmed, Frightened",,,60,,,20,Understands Common,11,"7,200",4,"Amphibious, Divine Immortality, Magic Resistance, Regeneration",3,3,Melee,9,5,,,23,Piercing,Melee,9,5,,,18,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,Recuperative Shape-Shift,,,,,,,,,,,,
Behir,2024 Monster Manual,Huge,Monstrosity,Neutral Evil,Underdark,Underdark,,Any,17,168,3,50,,50,,,,6,-2,3,2,4,1,6,-2,3,2,4,1,"Perception, Stealth",,,,,Lightning,,90,,,16,Draconic,11,"7,200",4,,,2,Melee,10,10,,,30,"Piercing, Lightning",,,,,,,,,,,,,,,,,,,,,,18,"Strength, Dexterity","Constrict within 5ft on fail grappled and restrained, Lightning Breath recharges on 5-6 within 90ft wide and 5ft line on fail 66 lightning damage",,,,,,,,,Swallow one target grappled on fail blinded restrained total cover and 21 acid and fire damage every round,,,,,,,,,,,,
Beholder,2024 Monster Manual,Large,Aberration (Beholder),Lawful Evil,Underdark,Underdark,,Arcana,18,190,12,5,,,40,40,,3,3,2,2,4,3,3,3,2,7,9,3,,Perception,,,Prone,,,120,,,22,"Deep Speech, Undercommon",13,"10,000",5,,3,3,Melee,8,5,,,13,Piercing,,,,,,,,,,,,,,,,,,,,,,16,"Wisdom, Constitution, Strength, Dexterity","All of the eye rays: 13 psychic damage and charmed, Paralyzed, 14 psychic damage and frightened, 18 necrotic damage 1/2 speed no reactions and either an action or bonus action, 13 poison damage and poisoned, moved up to 30ft and restrained, Unconscious, Restrained on second fail petrified, 36 force damage, 55 necrotic damage and dies if the target is reduced to 0.",,,,,,,,,Antimagic coone,,3,,,"Makes and attack, uses an Eye rays",Yes,"11,500",4,4,13,Wisdom,On fail does not gain benefits of short rest
Beholder Zombie,2024 Monster Manual,Large,"Undead (Beholder, Zombie)",Neutral Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,None,15,93,-1,5,,,20,20,,2,-4,-1,-1,3,-3,2,-4,-1,2,3,-3,,,,,"Exhaustion, Poisoned, Prone",Poison,,60,,,9,"Understands Deep Speech, Undercommon",5,"1,800",3,Undead Fortitude,,2,Melee,5,5,,,16,Piercing,,,,,,,,,,,,,,,,,,,,,,14,"Constitution, Wisdom, Dexterity","Eye Rays: Paralyzing Ray on fail Paralyzed, Fear Ray on fail 13 Psychic damage and frightened, Enervation Ray 10 Necrotic Damage and poisoned , Disintegration Ray on fail 27 Force damage",,,,,,,,,,,,,,,,,,,,,
Berserker,2024 Monster Manual,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Armaments, Individual",13,67,1,30,,,,,,3,-1,1,0,3,-1,3,-1,1,0,3,-1,,,,,,,,,,,10,Common,2,450,2,Bloodied Frenzy,,1,Melee,5,5,,,9,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berserker Commander,2024 Monster Manual,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Armaments, Individual",16,136,5,40,,,,,,4,0,2,2,4,-1,7,0,2,2,7,-1,"Athletics, Perception",,,,,,,,,,15,Common,8,"3,900",3,Bloodied Frenzy,,3,Melee,7,5,,,20,"Slashing, Thunder",Melee,7,5,,,18,Piercing,Ranged,7,30/120,30,120,18,Piercing,,,,,,,,,,Atk 2 and Atk 3 on hit target speed reduced by 5,,,,,,,,,Frenzied Rush all allies within 30 ft move up to half their speed with provoking opportunity attacks,,,,,,,,,,,,
Biha Babir, Forgotten Realms: Adventures in Faerûn,Large,Elemental (Genie),Lawful Evil,None (NPC),None,NPC,None (NPC),17,229,9,30,,,60,,90,6,4,1,3,8,5,6,4,5,7,8,9,"Deception, Insight, Perception, Stealth",,,"Acid, Cold, Lightning",,,30,120,,,17,"Common, Primordial (Aquan)",12,"8,400",4,"Amphibious, Elemental Restoration, Wishes",3,2,Melee,10,5,,,17,Cold,Ranged,10,60,60,,17,Cold,Melee,10,15,,,13,Bludgeoning,,,,,,,,,,,Charisma,17,,9,"Create or Destroy Water, Detect Magic, Major Image",,"Control Water, Dispel Magic, Invisibility","Control Weather, Plane Shift",Fluid Form,,3,18,Strength,"Misty Burst teleport 30ft away, Whirlpool: Str. save 10 damge and pulled 15ft",,,,,,,
Black Bear,2024 Monster Manual,Medium,Beast,Unaligned,Forest,Forest,,None,11,19,1,30,,30,,,30,2,-4,1,1,2,-2,2,-4,1,1,2,-2,,Perception,,,,,,60,,,15,None,1/2,100,2,,,2,Melee,4,5,,,5,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Dragon Wyrmling,2024 Monster Manual,Medium,Dragon (Chromatic),Chaotic Evil,Swamp,Swamp,,Relics,17,33,4,30,,,60,,30,2,0,2,0,1,1,2,0,4,2,1,1,Stealth,Perception,,,,Acid,10,60,,,14,Draconic,2,450,2,,,2,Melee,4,5,,,7,"Slashing, Acid",,,,,,,,,,,,,,,,,,,,,,11,Dexterity,Acid Breath recharges on 5-6 Dex save 15ft 5ft wide line 22 Acid,,,,,,,,,,,,,,,,,,,,,
Black Pudding,2024 Monster Manual,Large,Ooze,Unaligned,Underdark,Underdark,,None,7,68,-3,20,,20,,,,3,-5,-3,-2,3,-5,3,-5,-3,-2,3,-5,,,,,"Charmed, Deafened, Exhaustion, Frightened, Grappled, Prone, Restrained","Acid, Cold, Lightning, Slashing",60,,,,8,None,4,"1,100",2,"Amorphous, Corrosive Form, Spider Climb",,1,Melee,5,10,,,17,Acid,,,,,,,,,,,,,,,,,,,,,,,,Atk 1 on hit nonmagical armour -1 AC if reduced to 10 AC armour is destroyed,,,,,,,,,,Split it becomes bloddied or hit by lightning or slashing the pudding splits,,,,,,,,,,,
Blink Dog,2024 Monster Manual,Medium,Fey,Lawful Good,"Forest, Planar (Feywild)","Forest, Planar",Feywild,None,13,22,3,40,,,,,,1,0,3,1,1,0,1,0,3,1,1,0,Stealth,Perception,,,,,,60,,,15,"Blink Dog, Understands Elvish, Sylvan",1/4,50,2,,,1,Melee,5,5,,,5,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleport recharges 4-6 teleports 40ft,,,,,,,,,,,,
Blob of Annihilation,2024 Monster Manual,Gargantuan,Ooze (Titan),Neutral Evil,Any,Any,,Any,18,448,16,30,,,,,,8,0,2,3,9,0,8,0,9,3,16,0,,,,"Bludgeoning, Piercing, Slashing","Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned, Unconscious","Acid, Necrotic, Poison",120,,,,13,None,23,"50,000",7,"Astral Implosion, Magic Resistance",4,3,Melee,15,30,,,24,Force,,,,,,,,,,,,,,,,,,,,,,23,"Strength, Dexterity","Engulf moves through a creature's space on fail is engulfed total cover 21 force damage every round suffocating restrained if reduced to 0hp dissolved to ash, Restraining Globe within 600ft on fail 18 acid damage moves 60ft to the Globe restrained.",,,,,,,,,,,3,,,"Decay: 14 necrotic damage engulfed, Grasping Globe: uses restraining Globe, lashing goop make another attack",,,,,,,
Blood Hawk,2024 Monster Manual,Small,Beast,Unaligned,"Arctic, Coastal, Forest, Grassland, Hill, Mountain","Arctic, Coastal, Forest, Grassland, Hill, Mountain",,None,12,7,2,10,,,60,,,-2,-4,2,2,0,-3,-2,-4,2,2,0,-3,,,,,,,,,,,9,None,1/8,25,2,Pack Tactics,,1,Melee,4,5,,,4,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Does +2 damage if target is bloodied,,,,,,,,,,,,,,,,,,,,,
